type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,experiment,ID
Experiment,0.3,0.3,0.3,0.1,3,7.927,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,-0.1,0.04,-0.1,0.1,3,9.847,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,0.4,0.04,0.4,0.1,3,7.016,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Diversion,0.1,0.1,0.1,0.3,5,8.897,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Diversion,0.1,0.1,0.1,0.3,4,9.861,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,0.4,0.3,0.4,0.1,3,14.317,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Control,0.1,0.1,-0.3,0.1,3,4.898,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,0.2,0.04,0.2,0.1,3,7.539,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,0.0,0.3,0.0,0.1,3,8.036,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Control,0.1,0.1,-0.3,0.1,3,8.213,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,0.2,0.3,0.2,0.1,3,6.404,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,-0.4,0.04,-0.4,0.1,3,8.062,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,0.0,0.3,0.0,0.1,3,6.502,21,gender_female,smoker_no,International Business,2016Feb4,T2,,77
Experiment,-0.1,0.04,-0.1,0.1,3,5.724,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Diversion,0.1,0.1,0.1,0.3,5,8.987,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,-0.3,0.04,-0.3,0.1,3,11.993,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.4,0.04,0.4,0.1,3,15.005,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Control,0.1,0.1,-0.3,0.1,2,7.029,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.2,0.04,0.2,0.1,2,10.978,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.0,0.3,0.0,0.1,3,8.159,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.0,0.3,0.0,0.1,2,9.573,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,-0.1,0.3,-0.1,0.1,1,11.409,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,-0.3,0.3,-0.3,0.1,1,10.104,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,-0.2,0.04,-0.2,0.1,3,10.675,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.1,0.3,0.1,0.1,2,7.503,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Control,0.1,0.1,-0.3,0.1,1,9.499,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.3,0.04,0.3,0.1,2,10.739,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.3,0.3,0.3,0.1,2,9.429,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Diversion,0.1,0.1,0.1,0.3,4,7.377,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.1,0.04,0.1,0.1,2,7.647,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Control,0.1,0.1,-0.3,0.1,2,10.431,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.0,0.04,0.0,0.1,3,7.698,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,-0.4,0.3,-0.4,0.1,2,7.276,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.4,0.3,0.4,0.1,2,9.849,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Control,0.1,0.1,-0.3,0.1,2,12.526,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,-0.2,0.3,-0.2,0.1,1,5.751,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.2,0.3,0.2,0.1,2,8.886,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,-0.4,0.04,-0.4,0.1,2,12.583,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Control,0.1,0.1,-0.3,0.1,1,8.22,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Diversion,0.1,0.1,0.1,0.3,5,9.941,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.0,0.04,0.0,0.1,2,14.105,20,gender_male,smoker_no,Media Production,2016Feb4,T2,,78
Experiment,0.2,0.04,0.2,0.1,4,8.945,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.0,0.3,0.0,0.1,3,11.417,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Control,0.4,0.1,-0.2,0.1,3,13.034,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.4,0.3,-0.4,0.1,4,17.942,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.1,0.3,-0.1,0.1,2,10.519,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.1,0.04,0.1,0.1,3,11.437,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.4,0.04,-0.4,0.1,3,16.246,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Diversion,0.4,0.1,0.4,0.3,5,10.24,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Control,0.4,0.1,-0.2,0.1,3,12.884,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.0,0.3,0.0,0.1,2,13.264,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.4,0.3,0.4,0.1,2,12.347,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.2,0.3,0.2,0.1,3,9.111,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.3,0.04,0.3,0.1,3,9.959,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.3,0.3,-0.3,0.1,3,13.123,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.3,0.04,-0.3,0.1,3,10.945,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.1,0.3,0.1,0.1,3,12.007,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Diversion,0.4,0.1,0.4,0.3,5,8.759,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.0,0.04,0.0,0.1,3,12.679,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.4,0.04,0.4,0.1,3,12.498,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.2,0.04,-0.2,0.1,4,12.382,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.2,0.3,-0.2,0.1,2,12.245,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Control,0.4,0.1,-0.2,0.1,3,10.688,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.1,0.04,-0.1,0.1,3,13.927,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.0,0.04,0.0,0.1,4,11.908,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Control,0.4,0.1,-0.2,0.1,4,11.502,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Control,0.4,0.1,-0.2,0.1,3,10.767,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,0.3,0.3,0.3,0.1,2,11.414,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Diversion,0.4,0.1,0.4,0.3,5,6.483,23,gender_female,smoker_no,bachelor of petroleum engineering,2016Feb4,T2,,79
Experiment,-0.2,0.3,-0.2,0.1,2,13.047,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.2,0.3,0.2,0.1,3,14.616,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.0,0.3,0.0,0.1,2,16.146,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.0,0.04,0.0,0.1,0,0.0,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.4,0.04,0.4,0.1,2,13.231,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.4,0.3,0.4,0.1,2,13.121,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,-0.4,0.3,-0.4,0.1,2,11.469,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Diversion,0.1,0.1,0.1,0.3,4,10.199,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Control,0.1,0.1,0.4,0.1,2,11.25,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.1,0.04,0.1,0.1,1,13.077,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.2,0.04,0.2,0.1,3,10.559,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.0,0.04,0.0,0.1,2,10.645,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,-0.1,0.3,-0.1,0.1,2,17.482,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,-0.3,0.3,-0.3,0.1,1,16.804,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Diversion,0.1,0.1,0.1,0.3,4,12.127,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Control,0.1,0.1,0.4,0.1,3,13.008,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,-0.1,0.04,-0.1,0.1,2,14.013,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.1,0.3,0.1,0.1,2,16.031,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Diversion,0.1,0.1,0.1,0.3,4,14.811,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Control,0.1,0.1,0.4,0.1,1,15.535,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.3,0.04,0.3,0.1,2,14.535,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,-0.4,0.04,-0.4,0.1,1,15.653,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.3,0.3,0.3,0.1,1,13.634,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,-0.3,0.04,-0.3,0.1,2,14.256,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Control,0.1,0.1,0.4,0.1,3,14.836,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.0,0.3,0.0,0.1,1,15.302,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Control,0.1,0.1,0.4,0.1,2,16.603,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,-0.2,0.04,-0.2,0.1,2,15.946,35,gender_male,smoker_no,Petroleum,2016Feb4,T2,,80
Experiment,0.3,0.25,0.3,0.1,3,5.763,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.4,0.04,-0.4,0.1,4,9.436,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.0,0.25,0.0,0.1,4,9.045,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Control,-0.2,0.1,-0.1,0.1,4,8.821,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.3,0.04,0.3,0.1,4,8.425,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.0,0.04,0.0,0.1,4,9.904,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.2,0.04,-0.2,0.1,3,10.637,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Diversion,-0.2,0.1,-0.2,0.25,5,6.836,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Control,-0.2,0.1,-0.1,0.1,3,9.045,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.0,0.25,0.0,0.1,3,9.314,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.4,0.25,-0.4,0.1,3,8.207,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.1,0.25,0.1,0.1,3,9.036,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.2,0.04,0.2,0.1,4,9.01,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.1,0.25,-0.1,0.1,2,9.639,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Control,-0.2,0.1,-0.1,0.1,3,11.037,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.3,0.25,-0.3,0.1,2,10.326,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.0,0.04,0.0,0.1,4,8.453,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.1,0.04,0.1,0.1,4,9.088,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.2,0.25,0.2,0.1,2,9.292,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Control,-0.2,0.1,-0.1,0.1,4,11.465,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Control,-0.2,0.1,-0.1,0.1,3,10.101,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Diversion,-0.2,0.1,-0.2,0.25,5,7.211,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.4,0.04,0.4,0.1,5,8.653,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.3,0.04,-0.3,0.1,4,11.636,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.4,0.25,0.4,0.1,3,9.809,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.2,0.25,-0.2,0.1,3,9.212,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,-0.1,0.04,-0.1,0.1,4,9.591,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Diversion,-0.2,0.1,-0.2,0.25,5,8.533,24,gender_male,smoker_no,Civil engineering,2016Mar8,T2,,81
Experiment,0.2,0.04,0.2,0.1,3,6.938,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.0,0.25,0.0,0.1,3,7.948,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.2,0.25,0.2,0.1,2,7.666,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.3,0.04,-0.3,0.1,3,7.707,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.4,0.25,-0.4,0.1,2,8.543,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Control,0.0,0.1,-0.4,0.1,3,7.797,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.4,0.04,-0.4,0.1,3,9.114,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.0,0.25,0.0,0.1,3,10.382,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Control,0.0,0.1,-0.4,0.1,3,7.576,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.0,0.04,0.0,0.1,4,7.332,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.3,0.25,-0.3,0.1,3,8.283,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.2,0.25,-0.2,0.1,3,8.043,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.1,0.25,0.1,0.1,3,7.77,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Diversion,0.0,0.1,0.0,0.25,5,3.973,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.1,0.25,-0.1,0.1,0,0.0,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.3,0.25,0.3,0.1,3,6.816,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Control,0.0,0.1,-0.4,0.1,3,7.601,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.4,0.25,0.4,0.1,2,7.66,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.1,0.04,-0.1,0.1,3,8.265,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.0,0.04,0.0,0.1,4,6.643,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.3,0.04,0.3,0.1,4,8.991,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Diversion,0.0,0.1,0.0,0.25,5,6.754,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Control,0.0,0.1,-0.4,0.1,3,7.627,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Control,0.0,0.1,-0.4,0.1,3,7.87,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.4,0.04,0.4,0.1,4,8.096,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Diversion,0.0,0.1,0.0,0.25,5,5.276,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,0.1,0.04,0.1,0.1,3,8.634,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.2,0.04,-0.2,0.1,4,6.872,19,gender_female,smoker_no,Second year uni student,2016Mar8,T2,,82
Experiment,-0.1,0.04,-0.1,0.1,4,3.237,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.4,0.04,0.4,0.1,5,3.101,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,-0.3,0.04,-0.3,0.1,5,3.15,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Diversion,-0.3,0.1,-0.3,0.25,5,2.32,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.1,0.25,0.1,0.1,3,2.778,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.4,0.25,0.4,0.1,5,3.295,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,-0.4,0.25,-0.4,0.1,4,2.681,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Control,-0.3,0.1,0.0,0.1,5,3.036,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.0,0.25,0.0,0.1,4,3.155,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,-0.1,0.25,-0.1,0.1,4,3.46,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Control,-0.3,0.1,0.0,0.1,5,4.614,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.2,0.04,0.2,0.1,5,2.906,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Diversion,-0.3,0.1,-0.3,0.25,5,2.873,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Control,-0.3,0.1,0.0,0.1,0,0.0,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.1,0.04,0.1,0.1,4,2.16,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.0,0.04,0.0,0.1,5,4.774,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.3,0.04,0.3,0.1,5,3.218,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.3,0.25,0.3,0.1,4,3.056,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.2,0.25,0.2,0.1,3,3.819,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,-0.2,0.25,-0.2,0.1,4,3.729,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,-0.2,0.04,-0.2,0.1,4,3.161,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Control,-0.3,0.1,0.0,0.1,4,3.214,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.0,0.25,0.0,0.1,4,4.124,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,-0.4,0.04,-0.4,0.1,4,4.08,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,0.0,0.04,0.0,0.1,4,3.687,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Experiment,-0.3,0.25,-0.3,0.1,3,3.499,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Control,-0.3,0.1,0.0,0.1,4,4.433,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Diversion,-0.3,0.1,-0.3,0.25,5,2.101,21,gender_female,smoker_no,Commerce,2016Mar8,T2,,83
Diversion,-0.3,0.1,-0.3,0.25,5,3.119,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.2,0.25,-0.2,0.1,3,6.089,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.1,0.04,0.1,0.1,4,7.461,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.3,0.25,0.3,0.1,4,6.049,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Control,-0.3,0.1,0.1,0.1,3,5.609,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.3,0.25,-0.3,0.1,3,8.265,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.4,0.04,0.4,0.1,4,8.74,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Control,-0.3,0.1,0.1,0.1,4,7.797,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.0,0.25,0.0,0.1,3,9.297,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.0,0.04,0.0,0.1,4,6.61,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.2,0.04,-0.2,0.1,5,6.542,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.3,0.04,0.3,0.1,5,6.866,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.4,0.25,0.4,0.1,3,7.274,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Control,-0.3,0.1,0.1,0.1,3,6.717,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Diversion,-0.3,0.1,-0.3,0.25,5,4.243,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.3,0.04,-0.3,0.1,4,5.705,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.2,0.25,0.2,0.1,3,6.547,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Control,-0.3,0.1,0.1,0.1,4,7.678,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.4,0.04,-0.4,0.1,4,6.109,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.0,0.25,0.0,0.1,3,7.12,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.1,0.25,-0.1,0.1,3,7.958,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.2,0.04,0.2,0.1,4,5.853,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Diversion,-0.3,0.1,-0.3,0.25,5,4.602,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.1,0.04,-0.1,0.1,4,6.09,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.0,0.04,0.0,0.1,4,6.369,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,0.1,0.25,0.1,0.1,3,7.626,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Control,-0.3,0.1,0.1,0.1,4,5.092,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.4,0.25,-0.4,0.1,3,7.067,20,gender_female,smoker_no,Science,2016Mar8,T2,,84
Experiment,-0.4,0.25,-0.4,0.1,3,5.789,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.0,0.25,0.0,0.1,3,4.967,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,-0.1,0.04,-0.1,0.1,4,8.623,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,-0.2,0.04,-0.2,0.1,4,5.202,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,-0.3,0.25,-0.3,0.1,3,6.42,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.1,0.25,0.1,0.1,4,5.327,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Diversion,0.0,0.1,0.0,0.25,5,3.046,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.2,0.25,0.2,0.1,4,3.956,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.0,0.04,0.0,0.1,3,4.564,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.1,0.04,0.1,0.1,4,4.253,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Control,0.0,0.1,0.1,0.1,4,6.565,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Control,0.0,0.1,0.1,0.1,4,4.77,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,-0.3,0.04,-0.3,0.1,3,7.889,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,-0.1,0.25,-0.1,0.1,2,3.345,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,-0.4,0.04,-0.4,0.1,4,7.946,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Diversion,0.0,0.1,0.0,0.25,5,2.747,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Diversion,0.0,0.1,0.0,0.25,5,2.35,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.4,0.25,0.4,0.1,3,4.662,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.0,0.04,0.0,0.1,4,5.447,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Control,0.0,0.1,0.1,0.1,3,4.278,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.4,0.04,0.4,0.1,4,4.06,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Control,0.0,0.1,0.1,0.1,3,6.673,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.2,0.04,0.2,0.1,4,8.044,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
Experiment,0.3,0.04,0.3,0.1,4,4.119,19,gender_male,smoker_no,Commerce,2016Mar8,T2,,85
